Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
645ec594b0a6e0a3eede4377,5df6818e2b12bd474abc4c9d,APPROVED,2023-05-12T23:02:51.278000Z,2023-05-12T23:22:06.306000Z,2023-05-15T18:02:00.743000Z,2023-05-12T23:22:06.715348Z,1156,CXB1WCL3,195,English,31,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645ec7f079b6559f9020d073,60fda89974295b41057b6778,APPROVED,2023-05-12T23:12:52.991000Z,2023-05-12T23:28:12.726000Z,2023-05-15T18:02:00.874000Z,2023-05-12T23:28:13.213781Z,920,CXB1WCL3,937,English,26,Female,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645ec8006700b9e2251b1c8d,5e1c0249b07c32408bdfa75b,APPROVED,2023-05-12T23:15:48.539000Z,2023-05-12T23:37:45.149000Z,2023-05-15T18:02:01.006000Z,2023-05-12T23:37:48.178371Z,1317,CXB1WCL3,881,English,26,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
645ec91bf279559ca0d78533,5cf3733e30eedd00156bbf3e,APPROVED,2023-05-12T23:17:52.145000Z,2023-05-12T23:33:21.783000Z,2023-05-15T18:02:01.133000Z,2023-05-12T23:33:22.196101Z,930,CXB1WCL3,1347,English,30,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645ec955b4c2c33aa01daef8,5e73f5e1b43d0202ea7de7ef,APPROVED,2023-05-12T23:18:49.574000Z,2023-05-12T23:41:21.133000Z,2023-05-15T18:02:01.266000Z,2023-05-12T23:41:22.753424Z,1352,CXB1WCL3,1500,English,47,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645ec975967994432db16a4e,5e3a1f1580af1024ad25be3f,APPROVED,2023-05-12T23:19:20.591000Z,2023-05-12T23:34:17.682000Z,2023-05-15T18:02:01.400000Z,2023-05-12T23:34:18.945914Z,898,CXB1WCL3,1500,English,27,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645eca53b4c2c33aa01daf21,5fb327660f80c1a4d39fada2,APPROVED,2023-05-12T23:23:06.299000Z,2023-05-12T23:43:32.962000Z,2023-05-15T18:02:01.558000Z,2023-05-12T23:43:33.381100Z,1227,CXB1WCL3,2601,English,25,Female,White,United States,United States,United States,English,No,Full-Time
645eca9ace94c27537732ff5,5dcfcf3b070fdc0d5fd1952c,APPROVED,2023-05-12T23:24:19.408000Z,2023-05-12T23:47:37.380000Z,2023-05-15T18:02:01.690000Z,2023-05-12T23:47:37.878987Z,1398,CXB1WCL3,441,English,61,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645ecaff121b074f1c006c7a,615dd374dde51d88fe827fee,APPROVED,2023-05-12T23:25:55.370000Z,2023-05-12T23:42:34.399000Z,2023-05-15T18:02:01.824000Z,2023-05-12T23:42:37.423490Z,1000,CXB1WCL3,646,English,26,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645ecb3f5b05e81071bc8f42,6435893c7917374e37591892,APPROVED,2023-05-12T23:26:59.338000Z,2023-05-13T00:34:35.298000Z,2023-05-15T18:02:01.958000Z,2023-05-13T00:34:36.029631Z,4056,NOCODE,14,English,49,Female,Black,United States,United States,United States,English,Yes,Full-Time
645ecb5b28d2b0fc77a680c9,63c0a40fed93c574b9ec5643,APPROVED,2023-05-12T23:27:28.653000Z,2023-05-13T00:31:15.689000Z,2023-05-15T18:02:02.093000Z,2023-05-13T00:31:16.732096Z,3828,NOCODE,73,English,49,Female,Black,United States,United States,United States,English,Yes,Full-Time
645ecc4d975b3e084dde4339,5c257b7dda51990001e2787c,APPROVED,2023-05-12T23:31:35.385000Z,2023-05-13T00:04:53.437000Z,2023-05-15T18:02:02.256000Z,2023-05-13T00:05:12.337908Z,1999,CXB1WCL3,1969,English,27,Female,Mixed,United States,United States,United States,English,No,Full-Time
645ecc7f2162945057b9d8a3,5f29c0faf0ba1413f69fb423,APPROVED,2023-05-12T23:32:18.482000Z,2023-05-12T23:46:21.010000Z,2023-05-15T18:02:02.437000Z,2023-05-12T23:46:21.387772Z,843,CXB1WCL3,1956,"English, Bengali, Hindi",34,Female,Asian,India,United States,United States,English,DATA_EXPIRED,Full-Time
645ecd365b0fc8fc3102c8a1,5f5071d436e91f1e5fcd660d,APPROVED,2023-05-12T23:35:22.877000Z,2023-05-12T23:51:43.430000Z,2023-05-15T18:02:02.584000Z,2023-05-12T23:51:43.862753Z,981,CXB1WCL3,453,English,25,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
645ecd5570373e0d1578746e,636fad386f3317715c9237da,APPROVED,2023-05-12T23:35:55.046000Z,2023-05-13T00:07:58.878000Z,2023-05-15T18:02:02.729000Z,2023-05-13T00:07:59.244948Z,1924,CXB1WCL3,207,English,52,Female,White,United States,United States,United States,English,No,Part-Time
645ecdc9975b3e084dde439b,57975e774d107800016dd38d,APPROVED,2023-05-12T23:37:56.169000Z,2023-05-12T23:55:02.155000Z,2023-05-15T18:02:02.883000Z,2023-05-12T23:55:02.683487Z,1026,CXB1WCL3,688,English,27,Female,Mixed,United States,United States,United States,English,No,Full-Time
645ece30088baef9b0157c22,6106f31c0c413ab9a2399f38,APPROVED,2023-05-12T23:39:34.632000Z,2023-05-13T00:01:40.198000Z,2023-05-15T18:02:03.023000Z,2023-05-13T00:04:01.727391Z,1326,CXB1WCL3,144,English,27,Female,White,United States,United States,United States,English,No,Full-Time
645ece4507caf2b77c20d0a5,6103857f37e261d789449aa2,APPROVED,2023-05-12T23:39:53.152000Z,2023-05-12T23:57:38.430000Z,2023-05-15T18:02:03.164000Z,2023-05-12T23:57:38.856024Z,1066,CXB1WCL3,347,English,21,Female,Asian,United States,United States,United States,English,Yes,DATA_EXPIRED
645ece54c1f4f9d190157be3,62839ba4a4ace124f3a3889c,APPROVED,2023-05-12T23:40:10.042000Z,2023-05-13T00:08:44.515000Z,2023-05-15T18:02:03.299000Z,2023-05-13T00:08:44.945158Z,1715,CXB1WCL3,579,"English, Spanish",47,Female,Other,Mexico,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED
645eceb1bcd9dd6e2bb17d6b,603586b312863f6333cb8492,APPROVED,2023-05-12T23:41:50.652000Z,2023-05-13T00:00:20.350000Z,2023-05-15T18:02:03.438000Z,2023-05-13T00:01:21.798961Z,1110,CXB1WCL3,3375,English,37,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645eced5d63908d6b15ba886,6088c08b5db0d7af3daf4b69,APPROVED,2023-05-12T23:43:55.392000Z,2023-05-13T00:18:45.185000Z,2023-05-15T18:02:03.577000Z,2023-05-13T00:18:46.442808Z,2090,CXB1WCL3,1445,English,41,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645ecf280d6345bdab732ff5,611168c653b5e0b588892791,APPROVED,2023-05-12T23:43:39.126000Z,2023-05-13T00:22:36.387000Z,2023-05-15T18:02:03.713000Z,2023-05-13T00:22:36.808408Z,2338,CXB1WCL3,153,English,22,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645ecf31bc69fc6d0ad78574,5dba287f9653e80734e335d7,APPROVED,2023-05-12T23:43:53.746000Z,2023-05-13T00:42:01.820000Z,2023-05-15T18:02:03.849000Z,2023-05-13T00:42:02.246219Z,3489,CXB1WCL3,1072,English,26,Female,Black,United States,United States,United States,English,No,Part-Time
645ecf51442332587e9e7e49,5de8887aa2db898017debf1a,APPROVED,2023-05-12T23:44:21.505000Z,2023-05-13T00:05:00.777000Z,2023-05-15T18:02:03.982000Z,2023-05-13T00:05:12.058417Z,1240,CXB1WCL3,604,English,35,Female,White,United States,United States,United States,English,No,Full-Time
645ecfb3197b357c551003c3,5596ab22fdf99b2d3a68c840,APPROVED,2023-05-12T23:46:04.584000Z,2023-05-13T00:22:39.246000Z,2023-05-15T18:02:04.117000Z,2023-05-13T00:22:39.670579Z,2195,CXB1WCL3,516,"English, Spanish",55,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645ecfc7b16e3e7092be70db,60fd021e842d3a8a5a139787,APPROVED,2023-05-12T23:46:19.065000Z,2023-05-13T00:13:58.532000Z,2023-05-15T18:02:04.251000Z,2023-05-13T00:13:58.962832Z,1660,CXB1WCL3,865,"Spanish, English",19,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645ed0b85a0a0e01f6ded9ff,64433ca666094f752c81354c,APPROVED,2023-05-12T23:50:20.684000Z,2023-05-13T00:12:35.107000Z,2023-05-15T18:02:04.391000Z,2023-05-13T00:12:35.459423Z,1335,CXB1WCL3,84,English,52,Female,White,United States,United States,United States,English,No,Full-Time
645ed131399b211fc7ad0a9d,60ac7a50983ea0c457785122,APPROVED,2023-05-12T23:52:22.535000Z,2023-05-13T00:08:29.389000Z,2023-05-15T18:02:04.529000Z,2023-05-13T00:08:29.812946Z,967,CXB1WCL3,875,English,24,Female,Other,United States Minor Outlying Islands,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645ed195dd26774f3a9e7e29,63b4a74fe7e73f52315cc6a1,APPROVED,2023-05-12T23:54:04.458000Z,2023-05-13T00:33:28.127000Z,2023-05-15T18:02:04.671000Z,2023-05-13T00:33:28.729474Z,2364,CXB1WCL3,349,English,69,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
645ede9c562f76c08375c786,5bb7d8139b5f7e0001d43a6c,APPROVED,2023-05-13T00:49:34.666000Z,2023-05-13T01:08:41.359000Z,2023-05-15T18:02:04.803000Z,2023-05-13T01:08:42.361892Z,1147,CXB1WCL3,2367,"English, Japanese, Spanish",32,Female,Mixed,United States,United States,United States,English,No,Full-Time
646273c175b955546d1b94bb,5cb183d0bde8cf00179e42d5,APPROVED,2023-05-15T18:02:45.892000Z,2023-05-15T18:21:08.215000Z,2023-05-23T14:07:47.148000Z,2023-05-15T18:21:09.185345Z,1103,CXB1WCL3,1060,English,25,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
646281416ce773d38146f463,6002dac201332230675852a2,APPROVED,2023-05-15T19:00:23.633000Z,2023-05-15T19:22:56.911000Z,2023-05-23T14:07:47.330000Z,2023-05-15T19:23:23.078658Z,1354,CXB1WCL3,943,English,38,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645e98af0ed6e8d42717851d,61086dec4cb31a4d5aca2e7e,TIMED-OUT,2023-05-12T19:51:27.777000Z,,,,15745194,,33,English,23,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
645ea7557f6bb7673ab9d88a,5c364a99db7cf600012068a2,RETURNED,2023-05-12T20:53:44.526000Z,,,,,,1159,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645ea79681bbc5c7fdf05546,5c61ab19776b38000156cc95,RETURNED,2023-05-12T20:54:53.171000Z,,,,,,2468,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645ea86f51e65a475b1daf31,6318affb97357f1be82596f3,TIMED-OUT,2023-05-12T20:58:27.418000Z,,,,15741175,,494,English,36,Male,White,United States,United States,United States,English,No,Full-Time
645eb6b09e849e18228075b9,637f17565275d4a7b18ff237,RETURNED,2023-05-12T21:59:19.508000Z,2023-05-12T22:03:59.892000Z,,2023-05-12T22:04:00.539000Z,,NOCODE,718,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645ebd819e92b8e4be95b1cd,5cbfba1ad074ee00016acf52,RETURNED,2023-05-12T22:28:20.599000Z,,,,,,970,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645ec3954dbf6597ad9e7e23,5ddd730ffce606ce31a105d4,RETURNED,2023-05-12T22:54:22.856000Z,,,,,,1026,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645ec708afa956c3d2a16abe,5c4c7a1a9446be00017e6b4a,RETURNED,2023-05-12T23:09:19.971000Z,,,,,,5071,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645ec8732ccb4149d6be70fd,63c1ee13dd800772500c9ea3,RETURNED,2023-05-12T23:15:18.303000Z,,,,,,221,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645ec9743bf903418fad0b01,62fb316180259c21000e24ef,RETURNED,2023-05-12T23:30:00.058000Z,,,,,,711,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645ecec9f792b2da83d7d304,5e153f25dc79bdb5290738bd,RETURNED,2023-05-12T23:42:14.574000Z,,,,,,770,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645eceda5883a1d4af1e73bf,5df81cd72713055bdf02efd8,RETURNED,2023-05-12T23:53:00.013000Z,,,,,,2943,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645ed844b885b2d0421daf2e,5cf1e3a5859c2100191124b2,RETURNED,2023-05-13T00:22:32.791000Z,,,,,,447,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
645ed9d5e19d8d2ea402c8b8,629fec7ad26e41512fe15400,TIMED-OUT,2023-05-13T00:29:35.256000Z,,,,15728507,,1000,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
