SUBJ,Name,Encode,Stim,Vcat,Acat,Vrate,Arate,Vrt,Art,Recall,Rrt,VrateOASIS,ArateOASIS
AMYR21PT02,Ambulance 1,1,1,0,1,3,5,7.14945689996239,11.5658191000111,999,999,2.33333333333333,4.16346153846154
AMYR21PT02,Parachuting 3,1,1,1,1,6,6,8.01595210004598,10.1990532000782,999,999,5.38613861386139,4.78640776699029
AMYR21PT02,Depressed pose 2,1,0,0,0,4,4,4.13295570004266,6.49945690005552,999,999,3.48514851485149,3.24271844660194
AMYR21PT02,Sailing 2,1,0,1,1,5,5,6.03314870002214,7.43298030004371,999,999,5.30392156862745,4.56435643564356
AMYR21PT02,Bored pose 6,1,0,1,0,7,7,1.98312780004926,3.94973810005467,999,999,4.55882352941176,3.38613861386139
AMYR21PT02,Dog attack 2,1,0,0,1,2,7,7.31608729995787,11.4324308999348,999,999,3.42574257425743,4.47572815533981
AMYR21PT02,Skydiving 2,1,1,1,1,6,7,4.43306660000235,5.61611420009285,999,999,5.33333333333333,4.6039603960396
AMYR21PT02,Camping 7,1,1,1,0,7,4,6.89937330002431,10.549148100079,999,999,5.2156862745098,2.98019801980198
AMYR21PT02,Flood 3,1,1,0,1,4,3,5.61614159995224,10.999122899957,999,999,2.29411764705882,4.28712871287129
AMYR21PT02,Bored pose 4,1,1,0,0,3,3,6.09947939997073,9.43263320007827,999,999,3.12745098039216,3.01980198019802
